Unnamed: 0,Known As,Full Name,Overall,Potential,Value(in Euro),Positions Played,Best Position,Nationality,Image Link,Age,Height(in cm),Weight(in kg),TotalStats,BaseStats,Club Name,Wage(in Euro),Release Clause,Club Position,Contract Until,Club Jersey Number,Joined On,On Loan,Preferred Foot,Weak Foot Rating,Skill Moves,International Reputation,National Team Name,National Team Image Link,National Team Position,National Team Jersey Number,Attacking Work Rate,Defensive Work Rate,random_var
946,Dyego Sousa,Dyego Wilverson Ferreira Sousa,77,77,8500000,ST,ST,Portugal,https://cdn.sofifa.net/players/224/116/23_60.png,32,190,82,1834,386,Unión Deportiva Almería,29000,18700000,ST,2024,11,2021,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/pt.png,-,-,High,Medium,0.7840372495702664
947,J. Andersen,Joachim Andersen,77,80,12000000,CB,CDM,Denmark,https://cdn.sofifa.net/players/224/221/23_60.png,26,192,90,1850,391,Crystal Palace,48000,23700000,CB,2026,16,2021,-,Right,3,2,2,Denmark,https://cdn.sofifa.net/flags/dk.png,SUB,2,Medium,Medium,0.8918333773315836
948,Pepe Reina,José Manuel Reina Páez,77,77,1200000,GK,GK,Spain,https://cdn.sofifa.net/players/024/630/23_60.png,39,188,92,1311,431,Villarreal CF,14000,2500000,SUB,2023,1,2022,-,Right,3,1,3,-,https://cdn.sofifa.net/flags/es.png,-,-,Medium,Medium,0.9172583440330272
953,Aitor,Aitor Fernández,77,77,5500000,GK,GK,Spain,https://cdn.sofifa.net/players/193/314/23_60.png,31,182,78,1288,430,CA Osasuna,21000,11600000,SUB,2025,25,2022,-,Right,2,1,1,-,https://cdn.sofifa.net/flags/es.png,-,-,Medium,Medium,0.9393992139431719
956,S. El Shaarawy,Stephan El Shaarawy,77,77,10500000,"LW,LM",LW,Italy,https://cdn.sofifa.net/players/190/813/23_60.png,29,178,73,1965,419,Roma,63000,17900000,SUB,2023,92,2021,-,Right,3,4,3,-,https://cdn.sofifa.net/flags/it.png,-,-,Medium,Medium,0.6492302348639425
957,P. Groß,Pascal Groß,77,77,8500000,"CM,RM",CM,Germany,https://cdn.sofifa.net/players/190/765/23_60.png,31,181,78,2031,410,Brighton & Hove Albion,60000,16200000,RF,2024,13,2017,-,Right,4,4,2,-,https://cdn.sofifa.net/flags/de.png,-,-,Medium,Medium,0.7030341623545301
959,De Marcos,Oscar De Marcos Arana,77,77,5500000,RB,RB,Spain,https://cdn.sofifa.net/players/190/149/23_60.png,33,182,78,2036,435,Athletic Club de Bilbao,25000,11600000,RB,2023,18,2009,-,Right,3,4,2,-,https://cdn.sofifa.net/flags/es.png,-,-,High,Medium,0.9165917395102262
963,Rochina,Rubén Rochina Naixes,77,77,8500000,"RM,CM,LM",CAM,Spain,https://cdn.sofifa.net/players/188/103/23_60.png,31,182,76,2026,423,Granada CF,13000,13600000,SUB,2023,23,2021,-,Left,2,4,1,-,https://cdn.sofifa.net/flags/es.png,-,-,Medium,Medium,0.48025009026988663
966,C. Kouyaté,Cheikhou Kouyaté,77,77,7000000,"CDM,CB,CM",CDM,Senegal,https://cdn.sofifa.net/players/186/801/23_60.png,32,189,83,1930,417,Nottingham Forest,53000,13300000,RES,2024,21,2022,-,Right,3,3,2,-,-,-,-,High,High,0.940178540397133
970,M. Sissoko,Moussa Sissoko,77,77,7000000,"CDM,CM",CDM,France,https://cdn.sofifa.net/players/183/394/23_60.png,32,187,91,2036,438,FC Nantes,25000,14000000,CM,2024,17,2022,-,Right,3,3,2,-,https://cdn.sofifa.net/flags/fr.png,-,-,Medium,High,0.8928645303055622
971,D. Godín,Diego Godín,77,77,1900000,CB,CB,Uruguay,https://cdn.sofifa.net/players/182/493/23_60.png,36,187,78,1803,378,Vélez Sarsfield,11000,2900000,CB,2023,2,2022,-,Right,3,2,3,-,https://cdn.sofifa.net/flags/uy.png,-,-,Medium,High,0.748246579550275
973,S. Jovetić,Stevan Jovetić,77,77,8500000,"ST,CAM",ST,Montenegro,https://cdn.sofifa.net/players/181/820/23_60.png,32,183,79,1910,391,Hertha BSC,34000,15300000,SUB,2023,19,2021,-,Right,4,3,3,-,-,-,-,Medium,Low,0.5016751684771696
974,Willian,Willian Borges da Silva,77,77,6500000,"RM,RW,LW",RM,Brazil,https://cdn.sofifa.net/players/180/403/23_60.png,33,175,77,1943,410,Fulham,55000,12400000,SUB,2023,20,2022,-,Right,4,4,3,-,https://cdn.sofifa.net/flags/br.png,-,-,Medium,Low,0.7792601881629465
976,A. Guardado,Andrés Guardado,77,77,3000000,CDM,CM,Mexico,https://cdn.sofifa.net/players/171/897/23_60.png,35,169,67,2093,426,Real Betis Balompié,16000,6300000,CDM,2023,18,2017,-,Left,2,3,3,Mexico,https://cdn.sofifa.net/flags/mx.png,CM,18,Medium,Medium,0.9473442397681151
977,S. Sirigu,Salvatore Sirigu,77,77,1200000,GK,GK,Italy,https://cdn.sofifa.net/players/168/435/23_60.png,35,192,85,1213,421,Napoli,23000,2000000,SUB,2023,30,2022,-,Right,2,1,3,Italy,https://cdn.sofifa.net/flags/it.png,SUB,1,Medium,Medium,0.45090096079691266
978,Jorge Molina,Jorge Molina Vidal,77,77,0,ST,ST,Spain,https://cdn.sofifa.net/players/154/472/23_60.png,40,188,72,1738,360,Granada CF,10000,0,ST,2023,19,2020,-,Right,4,3,1,-,https://cdn.sofifa.net/flags/es.png,-,-,Medium,Medium,0.7779094495367327
979,U. Sadiq,Umar Sadiq,77,82,15500000,ST,ST,Nigeria,https://cdn.sofifa.net/players/231/627/23_60.png,25,192,75,1784,398,Real Sociedad,33000,33700000,SUB,2025,25,2022,-,Right,3,3,1,-,-,-,-,High,Medium,0.71868829633839
980,V. Rosier,Valentin Rosier,77,80,13000000,"RB,RWB",RB,France,https://cdn.sofifa.net/players/234/730/23_60.png,25,175,75,1963,425,Beşiktaş JK,42000,27000000,RB,2025,2,2021,-,Right,2,2,1,-,https://cdn.sofifa.net/flags/fr.png,-,-,High,Medium,0.5791772789729679
981,T. Awoniyi,Taiwo Awoniyi,77,80,14500000,ST,ST,Nigeria,https://cdn.sofifa.net/players/230/978/23_60.png,24,183,85,1834,400,Nottingham Forest,56000,28600000,SUB,2027,9,2022,-,Right,2,3,1,-,-,-,-,High,Medium,0.5896614406128705
982,K. Thuram,Khéphren Thuram,77,84,21500000,"CM,CDM",CM,France,https://cdn.sofifa.net/players/247/246/23_60.png,21,192,81,2070,446,OGC Nice,30000,45200000,CM,2025,19,2019,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/fr.png,-,-,High,High,0.7198732972380849
983,Adrià Pedrosa,Adrià Giner Pedrosa,77,83,15500000,LB,LM,Spain,https://cdn.sofifa.net/players/246/113/23_60.png,24,176,69,2015,440,RCD Espanyol de Barcelona,16000,35700000,SUB,2023,3,2017,-,Left,3,3,1,-,https://cdn.sofifa.net/flags/es.png,-,-,High,High,0.7254020110633189
985,A. Hložek,Adam Hložek,77,87,23000000,"CAM,LM,ST",ST,Czech Republic,https://cdn.sofifa.net/players/246/618/23_60.png,19,188,83,1929,412,Bayer 04 Leverkusen,27000,43700000,SUB,2027,23,2022,-,Right,4,3,1,Czech Republic,https://cdn.sofifa.net/flags/cz.png,LF,9,High,Medium,0.9953001955305713
990,G. Plata,Gonzalo Plata,77,86,23500000,"RM,RW",CAM,Ecuador,https://cdn.sofifa.net/players/247/181/23_60.png,21,178,65,1915,416,Real Valladolid CF,18000,54100000,RM,2027,11,2022,-,Left,3,4,1,-,https://cdn.sofifa.net/flags/ec.png,-,-,High,Low,0.491759891552758
991,Tuta,Lucas Silva Melo,77,82,14500000,CB,CB,Brazil,https://cdn.sofifa.net/players/247/182/23_60.png,22,185,81,1875,407,Eintracht Frankfurt,23000,25700000,CB,2026,35,2019,-,Right,2,2,1,-,https://cdn.sofifa.net/flags/br.png,-,-,Medium,Medium,0.9656242584464714
992,Unai Vencedor,Unai Vencedor Paris,77,84,21500000,"CM,CDM",CM,Spain,https://cdn.sofifa.net/players/247/328/23_60.png,21,176,71,2055,431,Athletic Club de Bilbao,20000,49500000,SUB,2027,16,2018,-,Right,4,3,1,-,https://cdn.sofifa.net/flags/es.png,-,-,Medium,Medium,0.9074284287436482
993,M. Kilman,Max Kilman,77,83,14500000,CB,CB,England,https://cdn.sofifa.net/players/245/336/23_60.png,25,194,89,1759,385,Wolverhampton Wanderers,62000,30500000,CB,2026,23,2018,-,Left,4,2,1,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,Medium,High,0.42403603267083045
994,J. Maas,Jan Maas,77,77,9000000,CB,CB,Netherlands,https://cdn.sofifa.net/players/269/772/23_60.png,28,193,90,1759,390,AFC Richmond,45000,17100000,CB,2026,13,2020,-,Right,4,2,1,-,https://cdn.sofifa.net/flags/nl.png,-,-,Low,High,0.6127095288531849
995,R. Montlaur,Richard Montlaur,77,77,10000000,"CDM,CM",CDM,France,https://cdn.sofifa.net/players/269/770/23_60.png,27,176,70,2102,446,AFC Richmond,43000,19000000,SUB,2025,8,2019,-,Left,4,4,1,-,https://cdn.sofifa.net/flags/fr.png,-,-,Medium,High,0.4021283462844516
996,S. Dest,Sergiño Dest,77,85,22500000,"RB,RM,LB",RM,United States,https://cdn.sofifa.net/players/251/804/23_60.png,21,175,62,1993,435,AC Milan,71000,0,SUB,2023,21,2020,YES,Right,4,4,1,United States,https://cdn.sofifa.net/flags/us.png,SUB,2,High,Low,0.4675405108054279
998,Fábio Vieira,Fábio Daniel Ferreira Vieira,77,87,23500000,"CAM,RM",CAM,Portugal,https://cdn.sofifa.net/players/256/958/23_60.png,22,176,61,1852,392,Arsenal,62000,49400000,SUB,2027,21,2022,-,Left,3,3,1,-,https://cdn.sofifa.net/flags/pt.png,-,-,High,Medium,0.4620817685736328
1001,Z. Feddal,Zouhair Feddal,77,77,7000000,CB,CB,Morocco,https://cdn.sofifa.net/players/205/705/23_60.png,32,191,85,1780,386,Real Valladolid CF,22000,14700000,SUB,2023,3,2022,-,Left,2,2,1,-,https://cdn.sofifa.net/flags/ma.png,-,-,Medium,Medium,0.5313888152678481
1002,M. Livaja,Marko Livaja,77,77,11000000,"CF,ST,LW",ST,Croatia,https://cdn.sofifa.net/players/205/855/23_60.png,28,182,80,1995,424,Hajduk Split,1000,24200000,ST,2027,10,2021,-,Right,5,4,1,Croatia,https://cdn.sofifa.net/flags/hr.png,SUB,14,Medium,Low,0.5189608774646969
1003,G. Reyna,Giovanni Reyna,77,86,23000000,"CAM,RM,LM",CAM,United States,https://cdn.sofifa.net/players/245/541/23_60.png,19,185,79,1921,412,Borussia Dortmund,24000,43700000,SUB,2025,7,2019,-,Right,2,4,2,United States,https://cdn.sofifa.net/flags/us.png,SUB,7,Medium,Medium,0.4301498395119898
1005,Y. Poulsen,Yussuf Poulsen,77,77,11000000,ST,ST,Denmark,https://cdn.sofifa.net/players/207/791/23_60.png,28,192,84,1984,428,RB Leipzig,53000,18700000,SUB,2024,9,2013,-,Right,3,3,2,-,https://cdn.sofifa.net/flags/dk.png,-,-,Medium,High,0.4898634278045918
1008,M. Barrow,Musa Barrow,77,83,17000000,"CF,ST,LW",ST,Gambia,https://cdn.sofifa.net/players/242/374/23_60.png,23,183,70,1800,400,Bologna,31000,32299999,LF,2024,99,2021,-,Right,4,3,1,-,-,-,-,High,Medium,0.7817307125473806
1010,L. Geertruida,Lutsharel Geertruida,77,85,22500000,"RB,CB",CB,Netherlands,https://cdn.sofifa.net/players/241/187/23_60.png,21,185,73,1931,426,Feyenoord,8000,38300000,RB,2024,4,2017,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/nl.png,-,-,Medium,Medium,0.5243969813909461
1011,Gorosabel,Andoni Gorosabel Espinosa,77,79,12000000,RB,RB,Spain,https://cdn.sofifa.net/players/241/049/23_60.png,25,174,70,1895,406,Real Sociedad,27000,26100000,RB,2024,18,2017,-,Right,2,2,1,-,https://cdn.sofifa.net/flags/es.png,-,-,Medium,Medium,0.4932496929317476
1012,O. Skipp,Oliver Skipp,77,84,20000000,"CDM,CM",CDM,England,https://cdn.sofifa.net/players/241/042/23_60.png,21,175,70,1846,397,Tottenham Hotspur,49000,42000000,SUB,2024,4,2018,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,Medium,High,0.9197953778259207
1014,D. Frattesi,Davide Frattesi,77,86,23500000,"CM,CDM",CAM,Italy,https://cdn.sofifa.net/players/239/807/23_60.png,22,178,74,2048,438,U.S. Sassuolo Calcio,29000,44700000,CM,2026,16,2017,-,Right,4,3,1,-,https://cdn.sofifa.net/flags/it.png,-,-,Medium,Medium,0.6493912329180074
1017,Eric García,Eric García Martret,77,84,20000000,CB,CDM,Spain,https://cdn.sofifa.net/players/245/037/23_60.png,21,182,76,1820,394,FC Barcelona,71000,45000000,CB,2026,24,2021,-,Right,3,2,2,Spain,https://cdn.sofifa.net/flags/es.png,CB,3,Medium,Medium,0.7457618232295775
1019,M. Demiral,Merih Demiral,77,82,14500000,CB,CB,Turkey,https://cdn.sofifa.net/players/238/160/23_60.png,24,190,86,1703,378,Atalanta,35000,25700000,CB,2026,28,2022,-,Right,2,2,1,-,https://cdn.sofifa.net/flags/tr.png,-,-,Medium,High,0.5704405416884241
1020,V. Castellanos,Valentin Castellanos,77,82,16000000,ST,ST,Argentina,https://cdn.sofifa.net/players/237/712/23_60.png,23,178,74,1942,413,Girona FC,10000,0,ST,2023,9,2019,YES,Right,3,3,1,-,https://cdn.sofifa.net/flags/ar.png,-,-,Medium,High,0.73749125308589
1021,De Frutos,Jorge de Frutos Sebastián,77,80,14000000,"RM,LM",CAM,Spain,https://cdn.sofifa.net/players/243/559/23_60.png,25,176,71,1920,406,Levante Unión Deportiva,14000,23500000,SUB,2025,18,2020,-,Right,4,4,1,-,https://cdn.sofifa.net/flags/es.png,-,-,Medium,Medium,0.8707802985913873
1022,M. Lacroix,Maxence Lacroix,77,86,22000000,CB,CB,France,https://cdn.sofifa.net/players/244/067/23_60.png,22,190,88,1736,397,VfL Wolfsburg,34000,41800000,CB,2025,4,2020,-,Right,2,2,2,-,https://cdn.sofifa.net/flags/fr.png,-,-,Medium,High,0.8694626586283725
1024,A. Lookman,Ademola Lookman,77,81,15000000,"LM,RM",RM,England,https://cdn.sofifa.net/players/230/899/23_60.png,24,174,71,1843,397,Atalanta,39000,26600000,SUB,2026,11,2022,-,Right,4,4,1,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,Medium,Medium,0.6696382979332326
1026,M. Salisu,Mohammed Salisu,77,85,22000000,CB,CB,Ghana,https://cdn.sofifa.net/players/244/915/23_60.png,23,191,85,1644,370,Southampton,41000,46200000,CB,2024,22,2020,-,Left,3,2,1,-,https://cdn.sofifa.net/flags/gh.png,-,-,Medium,High,0.648664476984985
1027,J. Ferri,Jordan Ferri,77,77,9000000,"CDM,CM",CDM,France,https://cdn.sofifa.net/players/206/306/23_60.png,30,173,73,2004,416,Montpellier Hérault SC,23000,17100000,CDM,2026,12,2019,-,Right,2,3,2,-,https://cdn.sofifa.net/flags/fr.png,-,-,Medium,High,0.5733729155340156
1028,Willian Arão,Willian Souza Arão da Silva,77,77,9000000,"CDM,CM",CDM,Brazil,https://cdn.sofifa.net/players/207/884/23_60.png,30,181,74,1976,425,Fenerbahçe SK,55000,17100000,CM,2024,5,2022,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/br.png,-,-,Medium,Medium,0.551069794115319
1034,K. Dolberg,Kasper Dolberg,77,81,15500000,ST,ST,Denmark,https://cdn.sofifa.net/players/228/687/23_60.png,24,187,84,1856,392,Sevilla FC,39000,0,SUB,2023,5,2019,YES,Right,4,3,2,Denmark,https://cdn.sofifa.net/flags/dk.png,ST,12,High,Medium,0.9294677436038122
1037,A. Disasi,Axel Disasi,77,82,14500000,CB,CB,France,https://cdn.sofifa.net/players/229/942/23_60.png,24,190,86,1547,343,AS Monaco,37000,28600000,CB,2025,6,2020,-,Right,2,2,2,-,https://cdn.sofifa.net/flags/fr.png,-,-,Medium,Medium,0.5332770944063769
1039,S. Serdar,Suat Serdar,77,81,14500000,"CM,CDM,CAM",CM,Germany,https://cdn.sofifa.net/players/230/065/23_60.png,25,184,75,2087,442,Hertha BSC,30000,27200000,CM,2026,8,2021,-,Right,3,4,2,-,https://cdn.sofifa.net/flags/de.png,-,-,High,Medium,0.655191963291824
1040,Enzo Chissano,Enzo Leandro Chissano Baia,77,77,9000000,"LB,RB,CB",LB,Brazil,https://cdn.sofifa.net/players/230/241/23_60.png,30,165,62,2026,425,Palmeiras,34000,16200000,LB,2025,28,2022,-,Left,3,2,1,-,https://cdn.sofifa.net/flags/br.png,-,-,Medium,Medium,0.6468201687597767
1041,A. Fulgini,Angelo Fulgini,77,80,14000000,"CM,CAM,CF",CAM,France,https://cdn.sofifa.net/players/226/789/23_60.png,25,183,71,2043,440,1. FSV Mainz 05,27000,24900000,CM,2026,10,2022,-,Right,4,4,2,-,https://cdn.sofifa.net/flags/fr.png,-,-,High,Medium,0.9784082171168058
1042,Claudio Coíntra,Claudio Nuno Coíntra Calegari,77,77,11500000,"CAM,CF",CAM,Brazil,https://cdn.sofifa.net/players/230/269/23_60.png,26,174,71,1911,393,Palmeiras,38000,20700000,CAM,2025,29,2022,-,Left,5,4,1,-,https://cdn.sofifa.net/flags/br.png,-,-,High,Medium,0.5704009364693208
1043,Wagner Laranjo,Wagner Mauro Laranjo Coelho,77,77,2100000,"CDM,CM",CDM,Brazil,https://cdn.sofifa.net/players/230/331/23_60.png,38,177,77,2047,437,Palmeiras,25000,3800000,CDM,2025,5,2022,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/br.png,-,-,Medium,Medium,0.6979594918613252
1045,Jadsinho Mei,Jadson José Meireles Correia,77,77,10000000,"CDM,CM",CDM,Brazil,https://cdn.sofifa.net/players/230/346/23_60.png,26,176,72,1784,393,Flamengo,34000,18000000,CM,2025,6,2022,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/br.png,-,-,Medium,Medium,0.6382918696477594
1046,Rodrigo Vuarte,Rodrigo Éder Vuarte Ruiz,77,77,9000000,CDM,CDM,Brazil,https://cdn.sofifa.net/players/230/349/23_60.png,30,179,77,1920,416,Clube Atlético Mineiro,32000,16200000,CDM,2025,6,2022,-,Left,3,2,1,-,https://cdn.sofifa.net/flags/br.png,-,-,Medium,Medium,0.8972496864663296
1047,Victorio Jabim,Victorio Martin Maia Padilha Jabim,77,77,10500000,"RB,RM",RB,Brazil,https://cdn.sofifa.net/players/230/371/23_60.png,26,178,75,1947,415,Palmeiras,34000,18900000,RB,2025,20,2022,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/br.png,-,-,Medium,Medium,0.5862781294008729
1050,Sidney Pessinho,Sidney Adrián Pessoa Vidigal,77,77,9000000,"CDM,CM",CDM,Brazil,https://cdn.sofifa.net/players/230/431/23_60.png,30,187,85,2004,430,Internacional,26000,17100000,CDM,2025,5,2022,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/br.png,-,-,High,High,0.6583619364355351
1051,Gelson Martins,Gelson Dany Batalha Martins,77,77,11000000,"RM,LM",RM,Portugal,https://cdn.sofifa.net/players/227/055/23_60.png,27,173,74,1975,420,AS Monaco,47000,20900000,SUB,2024,77,2019,-,Right,3,4,3,-,https://cdn.sofifa.net/flags/pt.png,-,-,High,High,0.578107186891122
1053,P. Mantalos,Petros Mantalos,77,77,10000000,"CAM,LM",CAM,Greece,https://cdn.sofifa.net/players/208/224/23_60.png,30,177,74,1990,416,AEK Athens,1000,22000000,ST,2024,20,2014,-,Right,4,3,1,-,https://cdn.sofifa.net/flags/gr.png,-,-,High,Medium,0.8448215623956126
1055,A. Bakasetas,Anastasios Bakasetas,77,77,10500000,"CAM,CM",CAM,Greece,https://cdn.sofifa.net/players/208/250/23_60.png,29,181,78,2072,432,Trabzonspor,38000,20000000,CM,2024,11,2019,-,Left,4,3,1,-,https://cdn.sofifa.net/flags/gr.png,-,-,High,Medium,0.4247061278635973
1056,R. Saïss,Romain Saïss,77,77,7000000,"CB,CDM",CB,Morocco,https://cdn.sofifa.net/players/208/295/23_60.png,32,188,84,1930,409,Beşiktaş JK,44000,14000000,CB,2024,26,2022,-,Left,3,3,1,Morocco,https://cdn.sofifa.net/flags/ma.png,CB,6,Medium,High,0.4526031106574482
1058,H. Mukhtar,Hany Mukhtar,77,78,12500000,"CF,ST,CAM",CAM,Germany,https://cdn.sofifa.net/players/210/021/23_60.png,27,173,71,1981,418,Nashville SC,11000,19700000,CF,2025,10,2020,-,Right,5,3,1,-,https://cdn.sofifa.net/flags/de.png,-,-,High,Medium,0.5120087870868869
1061,K. Mbabu,Kevin Mbabu,77,77,10000000,RB,RB,Switzerland,https://cdn.sofifa.net/players/210/625/23_60.png,27,184,83,1949,425,Fulham,50000,19000000,SUB,2025,27,2022,-,Right,3,3,2,-,https://cdn.sofifa.net/flags/ch.png,-,-,High,Medium,0.9636275347468489
1062,Paulo Oliveira,Paulo André Rodrigues Oliveira,77,77,8500000,CB,CB,Portugal,https://cdn.sofifa.net/players/210/679/23_60.png,30,187,81,1657,362,SC Braga,15000,17000000,SUB,2025,15,2021,-,Right,2,2,1,-,https://cdn.sofifa.net/flags/pt.png,-,-,Medium,High,0.6031280085792603
1063,Emerson,Emerson Palmieri dos Santos,77,77,10000000,LB,LB,Italy,https://cdn.sofifa.net/players/210/736/23_60.png,27,176,79,2040,426,West Ham United,56000,19000000,SUB,2026,33,2022,-,Left,2,3,2,Italy,https://cdn.sofifa.net/flags/it.png,SUB,13,Medium,Medium,0.7177869987184052
1064,M. Wolf,Marius Wolf,77,77,11000000,"RM,RB",RM,Germany,https://cdn.sofifa.net/players/224/425/23_60.png,27,188,81,2039,442,Borussia Dortmund,42000,18700000,SUB,2024,17,2018,-,Right,4,3,2,-,https://cdn.sofifa.net/flags/de.png,-,-,High,Medium,0.4817895262751283
1066,G. Castrovilli,Gaetano Castrovilli,77,81,14500000,CM,CAM,Italy,https://cdn.sofifa.net/players/225/014/23_60.png,25,187,71,1988,430,Fiorentina,47000,25700000,RES,2024,10,2017,-,Right,3,4,2,-,https://cdn.sofifa.net/flags/it.png,-,-,High,Medium,0.8068297737468353
1067,J. Butez,Jean Butez,77,80,10500000,GK,GK,France,https://cdn.sofifa.net/players/225/149/23_60.png,27,188,86,1290,428,Royal Antwerp FC,17000,16500000,GK,2026,1,2020,-,Right,4,1,1,-,https://cdn.sofifa.net/flags/fr.png,-,-,Medium,Medium,0.7680879326924801
1068,H. Diallo,Habib Diallo,77,78,12500000,ST,ST,Senegal,https://cdn.sofifa.net/players/225/293/23_60.png,27,186,79,1800,374,RC Strasbourg Alsace,30000,24700000,SUB,2025,20,2020,-,Right,3,3,2,-,-,-,-,Medium,Low,0.677895818028555
1070,A. Diallo,Abdou Diallo,77,79,11500000,"CB,LB",CB,Senegal,https://cdn.sofifa.net/players/225/711/23_60.png,26,187,79,1884,409,RB Leipzig,61000,0,SUB,2023,37,2019,YES,Left,3,3,2,-,-,-,-,Medium,Medium,0.902290913051976
1072,S. Mavididi,Stephy Mavididi,77,81,15000000,"LM,ST",ST,England,https://cdn.sofifa.net/players/225/783/23_60.png,24,182,71,1855,406,Montpellier Hérault SC,22000,29600000,LM,2024,10,2020,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,Medium,Medium,0.9524162792045998
1074,O. Boscagli,Olivier Boscagli,77,82,14500000,"CB,LB,CDM",CDM,France,https://cdn.sofifa.net/players/225/863/23_60.png,24,181,68,1964,422,PSV,15000,21400000,RES,2025,18,2019,-,Left,4,3,2,-,https://cdn.sofifa.net/flags/fr.png,-,-,Medium,Medium,0.8141627464961385
1076,O. Edouard,Odsonne Edouard,76,82,12000000,"ST,LW",ST,France,https://cdn.sofifa.net/players/233/866/23_60.png,24,187,83,1962,421,Crystal Palace,46000,25200000,ST,2025,22,2021,-,Right,4,4,1,-,https://cdn.sofifa.net/flags/fr.png,-,-,High,Medium,0.4490522243331928
1077,Jairzinho Aníbal,Gabriel Jairo Aníbal Rangel,76,76,6500000,"CDM,CM",CDM,Brazil,https://cdn.sofifa.net/players/230/457/23_60.png,30,182,77,1974,412,RB Bragantino,16000,12400000,CM,2025,6,2022,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/br.png,-,-,Medium,High,0.8957750648065473
1078,Simão Acunha,Simão Alvin Acunha Bardini,76,76,3500000,"CAM,CF",CAM,Brazil,https://cdn.sofifa.net/players/230/463/23_60.png,34,178,71,1894,397,Clube Atlético Mineiro,33000,6300000,CAM,2025,18,2022,-,Right,2,4,1,-,https://cdn.sofifa.net/flags/br.png,-,-,High,Low,0.7580790873967622
1079,T. Hübers,Timo Hübers,76,79,9000000,CB,CB,Germany,https://cdn.sofifa.net/players/234/727/23_60.png,25,190,82,1726,384,1. FC Köln,23000,16900000,CB,2023,4,2021,-,Right,4,2,1,-,https://cdn.sofifa.net/flags/de.png,-,-,Medium,High,0.8523637182666429
1080,J. Mæhle,Joakim Mæhle,76,79,9000000,"RWB,RM,LM",RWB,Denmark,https://cdn.sofifa.net/players/234/678/23_60.png,25,185,79,1952,428,Atalanta,37000,16000000,LM,2025,3,2021,-,Right,3,3,2,Denmark,https://cdn.sofifa.net/flags/dk.png,LWB,5,Medium,Medium,0.7766008593219265
1084,R. Sallai,Roland Sallai,76,77,9000000,"RM,CF",RM,Hungary,https://cdn.sofifa.net/players/234/171/23_60.png,25,183,75,1835,396,Sport-Club Freiburg,26000,16000000,CAM,2025,22,2018,-,Right,4,4,2,Hungary,https://cdn.sofifa.net/flags/hu.png,RW,20,Medium,Medium,0.6072838513597635
1085,Y. Herrera,Yangel Herrera,76,81,11500000,"CM,CDM,CAM",CDM,Venezuela,https://cdn.sofifa.net/players/234/060/23_60.png,24,184,77,2028,433,Girona FC,80000,0,CM,2023,21,2017,YES,Right,3,3,1,-,https://cdn.sofifa.net/flags/ve.png,-,-,Medium,Medium,0.580002854651965
1086,A. Afif,Akram Afif,76,78,0,"LW,CF,CAM",RM,Qatar,https://cdn.sofifa.net/players/234/051/23_60.png,25,177,70,1837,393,Free agent,0,0,-,-,-,2020,-,Right,4,4,1,Qatar,https://cdn.sofifa.net/flags/qa.png,LW,11,High,Medium,0.41643003686128977
1087,Sequeira,Nuno Miguel Jerónimo Sequeira,76,76,5500000,"LB,CB",LB,Portugal,https://cdn.sofifa.net/players/217/546/23_60.png,31,184,79,1985,417,SC Braga,14000,11000000,LB,2024,6,2017,-,Left,3,3,1,-,https://cdn.sofifa.net/flags/pt.png,-,-,Medium,Medium,0.5810246203104752
